163.3941|99.1765|car_ims/000002.jpg|219,460,3|1|0|1|1|48,24,441,202
221.7182|68.9163|car_ims/000003.jpg|233,310,3|1|0|1|1|7,4,277,180
93.3538|90.7311|car_ims/000004.jpg|188,250,3|1|0|1|1|33,50,197,150
23.6515|29.7645|car_ims/000005.jpg|64,85,3|1|0|1|1|5,8,83,58
140.0212|44.4223|car_ims/000006.jpg|111,250,3|1|0|1|1|10,6,250,110
136.3493|81.5801|car_ims/000007.jpg|176,464,3|1|0|1|1|56,1,394,176
23.6499|34.7512|car_ims/000008.jpg|85,113,3|1|0|1|1|1,13,113,83
250.5081|158.334|car_ims/000009.jpg|276,300,3|1|0|1|1|15,111,271,272
40.1138|47.2873|car_ims/000010.jpg|111,148,3|1|0|1|1|14,18,148,107
69.4482|26.3273|car_ims/000011.jpg|72,96,3|1|0|1|1|5,8,91,59
67.4388|44.3462|car_ims/000012.jpg|100,160,3|1|0|1|1|29,18,157,86
41.2378|66.2166|car_ims/000013.jpg|179,300,3|1|0|1|1|1,1,300,179
30.0133|32.2425|car_ims/000014.jpg|120,160,3|1|0|1|1|9,1,152,103
22.5612|30.4662|car_ims/000015.jpg|71,94,3|1|0|1|1|4,15,94,63
88.1667|39.5556|car_ims/000016.jpg|93,124,3|1|0|1|1|12,16,117,71
119.9265|39.8351|car_ims/000017.jpg|91,160,3|1|0|1|1|1,5,160,89
517.7865|203.7025|car_ims/000018.jpg|525,700,3|1|0|1|1|46,84,661,428
317.5455|132.4711|car_ims/000019.jpg|272,450,3|1|0|1|1|86,81,371,252
188.0344|169.3802|car_ims/000020.jpg|439,700,3|1|0|1|1|26,32,677,418
234.5496|213.6129|car_ims/000021.jpg|480,640,3|1|0|1|1|50,127,587,396
103.0138|43.1433|car_ims/000022.jpg|98,130,3|1|0|1|1|6,9,124,89
635.7617|195.9256|car_ims/000023.jpg|533,800,3|1|0|1|1|52,25,751,507
26.8244|47.9428|car_ims/000024.jpg|103,137,3|1|0|1|1|3,23,132,98
150.803|172.1529|car_ims/000025.jpg|420,640,3|1|0|1|1|60,76,593,393
88.9986|113.4366|car_ims/000026.jpg|334,500,3|1|0|1|1|21,18,492,316
148.916|112.5868|car_ims/000027.jpg|375,500,3|1|0|1|1|11,31,490,266
113.4401|34.3285|car_ims/000028.jpg|92,137,3|1|0|1|1|8,3,135,86
209.5083|107.3388|car_ims/000029.jpg|235,360,3|1|0|1|1|30,65,331,199
24.0062|30.9236|car_ims/000030.jpg|62,93,3|1|0|1|1|5,14,93,58
1217.907|904.8492|car_ims/000031.jpg|1600,2405,3|1|0|1|1|125,645,1845,1421
501.8774|758.0758|car_ims/000034.jpg|1200,1600,3|1|0|1|1|79,469,1537,1198
75.4442|73.6508|car_ims/000035.jpg|200,339,3|1|0|1|1|18,18,328,190
898.9683|682.4614|car_ims/000036.jpg|1536,2048,3|1|0|1|1|13,235,2021,1253
95.3788|42.303|car_ims/000037.jpg|93,124,3|1|0|1|1|6,20,123,88
188.7231|67|car_ims/000038.jpg|183,300,3|1|0|1|1|26,25,283,157
205.7231|434.7658|car_ims/000040.jpg|743,1024,3|1|0|1|1|111,213,907,683
803.7617|414.8251|car_ims/000041.jpg|768,1024,3|1|0|1|1|178,214,901,658
43.3581|136.9174|car_ims/000042.jpg|368,490,3|1|0|1|1|9,14,490,368
459.1777|143.5702|car_ims/000043.jpg|303,720,3|1|0|1|1|28,48,663,302
74.8843|29.7204|car_ims/000045.jpg|71,94,3|1|0|1|1|6,7,94,68
1625.6588|698.5508|car_ims/000090.jpg|1236,2000,3|1|0|1|2|434,441,1805,1126
224.9473|320.5311|car_ims/000091.jpg|683,1024,3|1|0|1|2|104,183,842,608
511.1037|251.3463|car_ims/000092.jpg|518,720,3|1|0|1|2|7,133,716,444
303.8355|100.1347|car_ims/000093.jpg|225,450,3|1|0|1|2|8,29,444,213
736.8405|226.4149|car_ims/000094.jpg|570,1000,3|1|0|1|2|150,102,877,444
